#Method,AppID,Placement,PrivateLabelID,ShopperID,ISC,displayCurrency,TransactionalCurrency
GetOffersAndMessageData,39,appRotatingBanner08,1,15192263,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,999com25,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,52229671,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,35392488,999COM25,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,GPPT03C001,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,22350039,,INR,INR
GetOffersAndMessageData,7,dccCrossSellBanner,1,53566010,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53441705,bb2016dd60,USD,USD
GetOffersAndMessageData,26,narrow_rotating_banner_top,1,31984152,999COM25,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,27354494,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,14776152,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gdbba1463,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,31836765,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,53555856,,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,8508526,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,42263341,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,GPPT06A001,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,36269829,gdbb1901,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gdbb15,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,26977106,999COM25,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,33604048,,USD,USD
GetOffersAndMessageData,18,narrow_rotating_banner_right,1,18184551,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,18497002,999com25,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,38607315,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,17425979,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53441705,,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,10752232,,GBP,GBP
GetOffersAndMessageData,7,dccCrossSellBanner,1,51369432,,USD,USD
GetOffersAndMessageData,2,iscBannerTop1000,1,0,gfnf4uka01,GBP,GBP
GetOffersAndMessageData,7,dccCrossSellBanner,1,18563806,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,50760064,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,27032509,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,53565905,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,20442040,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,359681,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,53504925,cjcmsc002t,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,53565905,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,53566056,hos3go018m,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53382981,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,53566092,gfnf4ro01,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,29331656,,USD,USD
GetOffersAndMessageData,26,square_rotating_banner_right,1,31984152,999COM25,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,cjc695tnw,BRL,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gfnf4inm01,INR,INR
GetOffersAndMessageData,46,dnsManagerCrossSell,1,7894947,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,35806281,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,999com25,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,8724392,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,18497002,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,53565905,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,53555856,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,53565905,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,17185503,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,9372908,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gfnf4me24,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,27443275,cjcmsc001t,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,27354494,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,FB30TLD,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,15095467,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,39169555,999COM25,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,25656366,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,50760064,,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,29434007,,GBP,GBP
GetOffersAndMessageData,7,dccCrossSellBanner,1,5687396,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,18563806,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,15815965,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53560265,,USD,USD
GetOffersAndMessageData,14,appRotatingBanner09,1,9049508,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,appsiteslg,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,44253036,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,44555712,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop800,1,53566061,gooem99aa,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,53565905,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,2221334,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,GPPT02K030,GBP,GBP
GetOffersAndMessageData,39,appRotatingBanner08,1,47154878,,USD,USD
GetOffersAndMessageData,18,narrow_rotating_banner_right,1,50455282,,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,25245703,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53513558,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,53565905,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,13193344,gdbb103,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,45743819,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,4937277,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,34666136,,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,43119017,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,9624002,gdbb1978,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,43340244,999com25,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,27588107,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,34666136,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,19511071,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,44856236,,GBP,GBP
GetOffersAndMessageData,7,dccCrossSellBanner,1,5687396,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,52431976,IAP199H2,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,52813700,gooh510a,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,53565905,,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,49680921,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,31836765,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53434621,bb2016dd60,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,bingws910m,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,4937277,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,38620369,gdbba1078,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,52882997,lksgen104,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gsfnguk56,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,53566092,gfnf4ro01,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53531172,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,5190233,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerSidebar,1,0,bb73025,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,GPPT06A001,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,53544115,hos3gin8a,INR,INR
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,cjc695tnw,CAD,CAD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53533840,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gsfnguk56,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,GPPT03C001,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,20610341,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53428763,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,51066771,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,34666136,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerSidebar,1,0,BBCNAA,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53434621,,USD,USD
GetOffersAndMessageData,18,narrow_rotating_banner_right,1,40036751,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,6086060,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,53566088,fb30tld,USD,USD
GetOffersAndMessageData,18,narrow_rotating_banner_right,1,50217589,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,9123460,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,6813918,gofx1005ha,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop800,1,53566101,gooh510a,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,5468749,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,52927599,,EUR,EUR
GetOffersAndMessageData,7,dccCrossSellBanner,1,24771739,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53513558,,USD,USD
GetOffersAndMessageData,14,appRotatingBanner09,1,33049265,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,34666136,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,44555712,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,45370397,BBCNAA,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53434621,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,32389225,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,21086079,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,cjc799wdb1,USD,USD
GetOffersAndMessageData,45,hostconMyAppDetails,1,51454064,,AUD,AUD
GetOffersAndMessageData,7,dccCrossSellBanner,1,51066771,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,12906343,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,314838,999COM25,USD,USD
GetOffersAndMessageData,18,narrow_rotating_banner_right,1,50455282,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,53525147,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,53565905,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,53565905,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,31860401,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,999com25,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,53547293,,CAD,CAD
GetOffersAndMessageData,18,narrow_rotating_banner_right,1,24140758,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53533840,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,21670233,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,33959342,,GBP,GBP
GetOffersAndMessageData,39,appRotatingBanner08,1,5096145,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,44353271,,USD,USD
GetOffersAndMessageData,18,narrow_rotating_banner_right,1,44972734,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,29026540,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,25800915,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,47292305,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,45370397,BBCNAA,USD,USD
GetOffersAndMessageData,14,appRotatingBanner09,1,45743819,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,52642011,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,31860401,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,9583477,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53542433,gdbbf805,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gppt05KINF,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,FB30TLD,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,26977106,999COM25,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,36532140,999com25,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,44555712,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,34666136,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,34666136,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,51066771,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,5966889,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,52268088,gofx2001hb,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53533840,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,999com25,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,35679101,,USD,USD
GetOffersAndMessageData,18,narrow_rotating_banner_right,1,18630395,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,999com25,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,39726269,bb73025,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,4146828,FLOWERS,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,17105978,gdbba22,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,40030972,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,39169555,999COM25,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,34935550,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,50251109,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,44389316,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,iapcl2,CAD,CAD
GetOffersAndMessageData,39,appRotatingBanner08,1,49177040,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,GPPT02K030,GBP,GBP
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,may2012c,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,31860401,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gofx2001hb,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,1033267,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gdx612d,INR,INR
GetOffersAndMessageData,7,dccCrossSellBanner,1,22968600,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53561776,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,31836765,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerSidebar,1,0,NC5D21u,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,wowssl,GBP,GBP
GetOffersAndMessageData,7,dccCrossSellBanner,1,26443126,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,25482904,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,37481492,999com25,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,51066771,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,53555856,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gofx2001ha,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,cjc695tnw,CAD,CAD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gofx2001hb,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,GPPT02K030,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,2196476,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,23061855,999COM25,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,5468749,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,6086060,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,4146828,FLOWERS,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53448808,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,48941724,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,50105807,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,fosDODContainer,1,2828891,gofx2001hb,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,51026660,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,37614841,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,41642268,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,36738806,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,cjcmsc002b,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,12363280,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,44411853,cjcmsc001t,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,52367480,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gofx2001hb,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,25678093,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,21382293,,USD,USD
GetOffersAndMessageData,18,narrow_rotating_banner_right,1,46267217,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gppt02K023,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,GPPT03C014,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gofx2ps1h,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,53428555,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,32368634,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,40523858,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,BBCNAA,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53565155,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,2828891,gofx2001hb,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,15399152,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53495557,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,3173525,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,51391300,appsiteslg,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,45788883,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,3714796,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,33624489,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,18698820,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53471298,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,11631869,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,26989488,gfnn5cam10,CAD,CAD
GetOffersAndMessageData,7,dccCrossSellBanner,1,47543650,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,3577853,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,9568900,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,8843164,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gofx2001hb,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,14146661,999COM25,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,35717973,gdbbe1562,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gfnn5ca07,CAD,CAD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,52550432,gdbba1463,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,22989728,gofx2001hb,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,50769237,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,26288604,gofx2001ha,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,GPPT03C033,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerSidebar,1,0,BBCNAB,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,704761,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,36648085,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,53437001,gdbba22,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,47543650,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,33257865,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,53558400,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,52430509,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,578721,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,18129481,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,37220044,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,34369777,999COM25,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,51549302,,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,36509343,,CAD,CAD
GetOffersAndMessageData,7,dccCrossSellBanner,1,28277169,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,50083780,apphcclgo,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,15405061,,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,16956696,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,50542466,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,DynamicLPContainer,1,25727544,gdx614e,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,2073084,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,47839568,appwbelgo,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,18129481,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,53566209,LKS599v,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,12883834,,USD,USD
GetOffersAndMessageDataWithSubLocations,12,hccContainer,1,27821469,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,578721,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,49835554,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,32368634,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gcapp0712a,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,849732,,GBP,GBP
GetOffersAndMessageData,46,dnsManagerCrossSell,1,53558400,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,47543650,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,bb1964dd5,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,5432296,,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,25918019,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,9568900,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,17599747,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,35313578,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,28277169,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,14146661,999COM25,USD,USD
GetOffersAndMessageData,39,appRotatingBanner08,1,52485935,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,50769237,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,4433486,bb1964d90,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,4146828,FLOWERS,USD,USD
GetOffersAndMessageData,46,dnsManagerCrossSell,1,38845528,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,18129481,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,50903904,gdx527bm,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gofx2001ha,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,48122072,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,50995019,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,5256665,,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,35460472,999COM25,USD,USD
GetOffersAndMessageData,7,dccCrossSellBanner,1,18129481,,USD,USD
GetOffersAndMessageDataWithSubLocations,3,crmDealsOfTheDay,1,9568900,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,25316696,gdbba1463,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,9926422,999COM25,CAD,CAD
GetOffersAndMessageData,7,dccCrossSellBanner,1,44880195,,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,0,gofx2ps1h,USD,USD
GetOffersAndMessageDataWithSubLocations,2,iscBannerTop1000,1,552610,cjcmsc001t,USD,USD
